league,team_name,team_id,team_abbrev,player_id,lineup_slot,year,update_time
RULE,Ruling On The Field,8,RULE,4362887,B,2023,20231025.221218
RULE,Ruling On The Field,8,RULE,-16018,D,2023,20231025.221218
RULE,Ruling On The Field,8,RULE,3049899,K,2023,20231025.221218
RULE,Ruling On The Field,8,RULE,-16033,B,2023,20231025.221218
RULE,Ruling On The Field,8,RULE,4432577,QB,2023,20231025.221218
RULE,Ruling On The Field,8,RULE,4036378,B,2023,20231025.221218
RULE,Ruling On The Field,8,RULE,4426502,FLEX,2023,20231025.221218
RULE,Ruling On The Field,8,RULE,4428331,B,2023,20231025.221218
RULE,Ruling On The Field,8,RULE,3059915,B,2023,20231025.221218
RULE,Wookie of the Year,9,Wook,4430807,RB,2023,20231025.221218
RULE,Wookie of the Year,9,Wook,4047646,WR,2023,20231025.221218
RULE,Wookie of the Year,9,Wook,4241457,FLEX,2023,20231025.221218
RULE,Wookie of the Year,9,Wook,4259545,B,2023,20231025.221218
RULE,Wookie of the Year,9,Wook,15795,WR,2023,20231025.221218
RULE,Wookie of the Year,9,Wook,3123076,TE,2023,20231025.221218
RULE,Wookie of the Year,9,Wook,4048244,RB,2023,20231025.221218
RULE,Wookie of the Year,9,Wook,4426354,B,2023,20231025.221218
RULE,Wookie of the Year,9,Wook,4429084,B,2023,20231025.221218
RULE,Wookie of the Year,9,Wook,4241463,B,2023,20231025.221218
RULE,Wookie of the Year,9,Wook,4361529,B,2023,20231025.221218
RULE,Wookie of the Year,9,Wook,4361411,B,2023,20231025.221218
RULE,Wookie of the Year,9,Wook,3895856,B,2023,20231025.221218
RULE,Wookie of the Year,9,Wook,4241479,QB,2023,20231025.221218
RULE,Wookie of the Year,9,Wook,-16025,D,2023,20231025.221218
RULE,Wookie of the Year,9,Wook,3055899,K,2023,20231025.221218
RULE,🤬,10,SCHM,16800,WR,2023,20231025.221218
RULE,🤬,10,SCHM,4262921,WR,2023,20231025.221218
RULE,🤬,10,SCHM,3068267,RB,2023,20231025.221218
RULE,🤬,10,SCHM,4036133,TE,2023,20231025.221218
RULE,🤬,10,SCHM,4361409,FLEX,2023,20231025.221218
RULE,🤬,10,SCHM,4241474,RB,2023,20231025.221218
RULE,🤬,10,SCHM,3916433,B,2023,20231025.221218
RULE,🤬,10,SCHM,4243537,B,2023,20231025.221218
RULE,🤬,10,SCHM,15864,QB,2023,20231025.221218
RULE,🤬,10,SCHM,3115394,B,2023,20231025.221218
RULE,🤬,10,SCHM,4040655,B,2023,20231025.221218
RULE,🤬,10,SCHM,4372414,B,2023,20231025.221218
RULE,🤬,10,SCHM,14881,B,2023,20231025.221218
RULE,🤬,10,SCHM,4426385,B,2023,20231025.221218
RULE,🤬,10,SCHM,4249087,K,2023,20231025.221218
RULE,🤬,10,SCHM,-16029,D,2023,20231025.221218
